Date,Close,Open,Highest,Lowest,KL,Change(%),Bank
2022-03-24,17731.0,17849.0,17967.0,17692.0,6470000.0,-0.66,LVB
2022-03-23,17849.0,18045.0,18085.0,17809.0,7540000.0,-0.87,LVB
2022-03-22,18006.0,17692.0,18399.0,17692.0,17680000.0,2.23,LVB
2022-03-21,17613.0,17613.0,17692.0,17495.0,6410000.0,0.67,LVB
2022-03-18,17495.0,17574.0,17652.0,17456.0,3790000.0,-0.45,LVB
2022-03-17,17574.0,17692.0,17692.0,17416.0,9750000.0,0.91,LVB
2022-03-16,17416.0,17338.0,18006.0,17338.0,12370000.0,0.45,LVB
2022-03-15,17338.0,17180.0,17416.0,17141.0,4330000.0,0.92,LVB
2022-03-14,17180.0,17298.0,17298.0,17062.0,6450000.0,-1.36,LVB
2022-03-11,17416.0,17495.0,17534.0,17259.0,7630000.0,-0.45,LVB
2022-03-10,17495.0,17495.0,17692.0,17416.0,5550000.0,1.14,LVB
2022-03-09,17298.0,17259.0,17377.0,16945.0,10050000.0,0.0,LVB
2022-03-08,17298.0,17141.0,17534.0,17062.0,11940000.0,0.0,LVB
2022-03-07,17298.0,17298.0,17456.0,17023.0,10270000.0,-1.57,LVB
2022-03-04,17574.0,17534.0,17770.0,17495.0,7050000.0,0.45,LVB
2022-03-03,17495.0,17456.0,17809.0,17180.0,13690000.0,3.49,LVB
2022-03-02,16905.0,17377.0,17652.0,16905.0,21370000.0,-3.37,LVB
2022-03-01,17495.0,17809.0,17927.0,17456.0,16540000.0,-1.76,LVB
2022-02-28,17809.0,18045.0,18242.0,17770.0,13940000.0,-1.74,LVB
2022-02-25,18124.0,18281.0,18478.0,18085.0,8790000.0,1.1,LVB
2022-02-24,17927.0,18556.0,18635.0,17613.0,18790000.0,-3.39,LVB
2022-02-23,18556.0,18596.0,18950.0,18556.0,11600000.0,-0.22,LVB
2022-02-22,18596.0,18321.0,18792.0,18242.0,9950000.0,0.0,LVB
2022-02-21,18596.0,18281.0,18871.0,18163.0,14790000.0,0.22,LVB
2022-02-18,18556.0,18950.0,19264.0,18203.0,36500000.0,-2.88,LVB
2022-02-17,19107.0,19107.0,19500.0,18871.0,11570000.0,0.0,LVB
2022-02-16,19107.0,19421.0,19461.0,18832.0,16640000.0,-1.22,LVB
2022-02-15,19343.0,19107.0,19500.0,18478.0,18150000.0,2.07,LVB
2022-02-14,18950.0,20050.0,20404.0,18950.0,22560000.0,-6.95,LVB
2022-02-11,20365.0,19657.0,20601.0,19657.0,33040000.0,3.6,LVB
2022-02-10,19657.0,19343.0,20050.0,19303.0,15830000.0,1.62,LVB
2022-02-09,19343.0,19657.0,19972.0,19264.0,17560000.0,-1.21,LVB
2022-02-08,19579.0,19264.0,19972.0,19107.0,15800000.0,0.2,LVB
2022-02-07,19539.0,20050.0,20050.0,19461.0,15410000.0,-0.6,LVB
2022-01-28,19657.0,19185.0,19657.0,18910.0,19820000.0,2.04,LVB
2022-01-27,19264.0,19343.0,20444.0,18871.0,25860000.0,-0.41,LVB
2022-01-26,19343.0,18714.0,19343.0,18635.0,43820000.0,6.96,LVB
2022-01-25,18085.0,17259.0,18085.0,17180.0,28100000.0,6.98,LVB
2022-01-24,16905.0,17456.0,17456.0,16905.0,11180000.0,-0.92,LVB
2022-01-21,17062.0,16905.0,17534.0,16866.0,8880000.0,1.87,LVB
2022-01-20,16748.0,16669.0,16945.0,16394.0,5730000.0,0.47,LVB
2022-01-19,16669.0,16905.0,16905.0,16591.0,3630000.0,0.23,LVB
2022-01-18,16630.0,16748.0,17062.0,16512.0,8680000.0,-1.63,LVB
2022-01-17,16905.0,17298.0,17770.0,16905.0,13150000.0,-1.38,LVB
2022-01-14,17141.0,17220.0,17377.0,16984.0,4920000.0,-0.91,LVB
2022-01-13,17298.0,17456.0,18006.0,17298.0,18600000.0,0.45,LVB
2022-01-12,17220.0,16709.0,17495.0,16473.0,8880000.0,1.86,LVB
2022-01-11,16905.0,17141.0,17180.0,16669.0,7330000.0,-0.47,LVB
2022-01-10,16984.0,17692.0,17692.0,16984.0,7780000.0,-2.7,LVB
2022-01-07,17456.0,17062.0,17534.0,16945.0,9980000.0,2.31,LVB
2022-01-06,17062.0,17338.0,17338.0,16984.0,14540000.0,-2.26,LVB
2022-01-05,17456.0,17770.0,17770.0,17377.0,10090000.0,-1.11,LVB
2022-01-04,17652.0,17927.0,18006.0,17574.0,10710000.0,0.67,LVB
2021-12-31,17534.0,17692.0,18085.0,17495.0,12940000.0,0.45,LVB
2021-12-30,17456.0,17456.0,17731.0,17416.0,4480000.0,-0.22,LVB
2021-12-29,17495.0,17298.0,17770.0,17141.0,13410000.0,2.54,LVB
2021-12-28,17062.0,16984.0,17141.0,16748.0,7640000.0,0.69,LVB
2021-12-27,16945.0,17062.0,17416.0,16905.0,3970000.0,-0.69,LVB
2021-12-24,17062.0,16237.0,17141.0,16237.0,5900000.0,5.08,LVB
2021-12-23,16237.0,16473.0,16630.0,16080.0,8460000.0,-1.43,LVB
2021-12-22,16473.0,16905.0,16945.0,16473.0,9720000.0,-1.64,LVB
2021-12-21,16748.0,16984.0,16984.0,16748.0,7410000.0,-1.39,LVB
2021-12-20,16984.0,17141.0,17220.0,16905.0,6020000.0,-0.92,LVB
2021-12-17,17141.0,17377.0,17416.0,17141.0,9800000.0,-1.8,LVB
2021-12-16,17456.0,17692.0,17888.0,17416.0,5390000.0,-1.33,LVB
2021-12-15,17692.0,17849.0,17927.0,17534.0,7530000.0,-0.44,LVB
2021-12-14,17770.0,17534.0,17927.0,17298.0,10750000.0,3.43,LVB
2021-12-13,17180.0,16905.0,17377.0,16866.0,8160000.0,2.34,LVB
2021-12-10,16787.0,16827.0,17141.0,16669.0,6600000.0,0.71,LVB
2021-12-09,16669.0,16473.0,16787.0,16473.0,4750000.0,0.23,LVB
2021-12-08,16630.0,16591.0,16905.0,16433.0,6480000.0,0.95,LVB
2021-12-07,16473.0,16198.0,16512.0,16080.0,8100000.0,3.2,LVB
2021-12-06,15962.0,16787.0,17023.0,15883.0,15960000.0,-5.8,LVB
2021-12-03,16945.0,17731.0,17849.0,16945.0,14270000.0,-3.79,LVB
2021-12-02,17613.0,18006.0,18006.0,17613.0,8390000.0,-1.54,LVB
2021-12-01,17888.0,17613.0,17927.0,17574.0,11340000.0,1.56,LVB
2021-11-30,17613.0,18399.0,18399.0,17574.0,23040000.0,-2.82,LVB
2021-11-29,18124.0,18124.0,18556.0,17888.0,21680000.0,-3.55,LVB
2021-11-26,18792.0,19264.0,19303.0,18714.0,21530000.0,-2.25,LVB
2021-11-25,19225.0,19697.0,19736.0,18832.0,31840000.0,-0.2,LVB
2021-11-24,19264.0,18163.0,19264.0,18006.0,57140000.0,6.29,LVB
2021-11-23,18124.0,18714.0,18714.0,18085.0,8690000.0,-1.7,LVB
2021-11-22,18438.0,18242.0,18950.0,18203.0,22040000.0,3.3,LVB
2021-11-19,17849.0,17809.0,18399.0,17416.0,18690000.0,0.44,LVB
2021-11-18,17770.0,17927.0,18085.0,17731.0,11460000.0,-1.74,LVB
2021-11-17,18085.0,18281.0,18360.0,18006.0,10730000.0,-0.43,LVB
2021-11-16,18163.0,17849.0,18635.0,17692.0,25940000.0,1.32,LVB
2021-11-15,17927.0,18399.0,18399.0,17888.0,9820000.0,-0.44,LVB
