Date,Close,Open,Highest,Lowest,KL,Change(%),Bank
2021-10-04,48350.0,48800.0,48950.0,48300.0,9510000.0,-1.33,TCB
2021-10-01,49000.0,49600.0,49800.0,48900.0,6500000.0,-1.21,TCB
2021-09-30,49600.0,49700.0,50400.0,49600.0,5280000.0,0.4,TCB
2021-09-29,49400.0,49200.0,49750.0,48900.0,5680000.0,-0.8,TCB
2021-09-28,49800.0,49300.0,49850.0,48800.0,5570000.0,0.61,TCB
2021-09-27,49500.0,50700.0,51100.0,49500.0,6850000.0,-2.17,TCB
2021-09-24,50600.0,50700.0,51500.0,50300.0,7360000.0,0.8,TCB
2021-09-23,50200.0,50600.0,51300.0,50000.0,8630000.0,-0.59,TCB
2021-09-22,50500.0,50900.0,50900.0,49900.0,4960000.0,0.2,TCB
2021-09-21,50400.0,50100.0,50900.0,49750.0,10060000.0,-0.59,TCB
2021-09-20,50700.0,50500.0,51600.0,50100.0,13070000.0,1.91,TCB
2021-09-17,49750.0,49200.0,49900.0,49200.0,8270000.0,1.32,TCB
2021-09-16,49100.0,48900.0,49150.0,48600.0,5520000.0,1.45,TCB
2021-09-15,48400.0,48200.0,48800.0,48100.0,5040000.0,-0.21,TCB
2021-09-14,48500.0,48950.0,49100.0,48500.0,6140000.0,-0.92,TCB
2021-09-13,48950.0,49150.0,49450.0,48900.0,6800000.0,-0.71,TCB
2021-09-10,49300.0,49800.0,49800.0,49000.0,7220000.0,0.0,TCB
2021-09-09,49300.0,48500.0,49500.0,48500.0,7850000.0,1.02,TCB
2021-09-08,48800.0,49600.0,49650.0,48600.0,7150000.0,-1.71,TCB
2021-09-07,49650.0,49050.0,50400.0,49050.0,11610000.0,1.43,TCB
2021-09-06,48950.0,48650.0,48950.0,47900.0,12880000.0,1.35,TCB
2021-09-01,48300.0,48200.0,48950.0,48200.0,8530000.0,-0.41,TCB
2021-08-31,48500.0,49500.0,49500.0,47000.0,7770000.0,-1.42,TCB
2021-08-30,49200.0,48600.0,49400.0,48100.0,12300000.0,2.39,TCB
2021-08-27,48050.0,47800.0,48150.0,47000.0,19690000.0,-0.52,TCB
2021-08-26,48300.0,49300.0,49350.0,48200.0,10110000.0,-1.73,TCB
2021-08-25,49150.0,48900.0,49200.0,48500.0,9430000.0,0.31,TCB
2021-08-24,49000.0,48750.0,49200.0,48400.0,16210000.0,0.51,TCB
2021-08-23,48750.0,50300.0,50800.0,48750.0,26000000.0,-3.47,TCB
2021-08-20,50500.0,52800.0,53000.0,49800.0,31460000.0,-4.72,TCB
2021-08-19,53000.0,52500.0,53300.0,52100.0,18770000.0,0.38,TCB
2021-08-18,52800.0,53000.0,53500.0,52500.0,12910000.0,-0.94,TCB
2021-08-17,53300.0,54300.0,54700.0,52800.0,16000000.0,-1.3,TCB
2021-08-16,54000.0,52300.0,54400.0,52100.0,30300000.0,3.45,TCB
2021-08-13,52200.0,52000.0,52200.0,51100.0,15400000.0,0.38,TCB
2021-08-12,52000.0,52400.0,53000.0,52000.0,11780000.0,-0.57,TCB
2021-08-11,52300.0,52300.0,53500.0,51900.0,20470000.0,0.0,TCB
2021-08-10,52300.0,53000.0,53000.0,51900.0,12270000.0,-0.38,TCB
2021-08-09,52500.0,51500.0,52700.0,51300.0,15210000.0,1.35,TCB
2021-08-06,51800.0,52500.0,53200.0,51800.0,16079999.999999998,-1.33,TCB
2021-08-05,52500.0,51900.0,52700.0,51700.0,12020000.0,0.96,TCB
2021-08-04,52000.0,52500.0,52600.0,51800.0,19180000.0,0.39,TCB
2021-08-03,51800.0,50800.0,52000.0,50800.0,22930000.0,1.97,TCB
2021-08-02,50800.0,51000.0,51400.0,50600.0,14030000.0,-0.59,TCB
2021-07-30,51100.0,50700.0,51600.0,50500.0,16930000.0,0.99,TCB
2021-07-29,50600.0,50100.0,50800.0,50000.0,12540000.0,1.81,TCB
2021-07-28,49700.0,49750.0,50300.0,49500.0,7470000.0,-0.1,TCB
2021-07-27,49750.0,50000.0,50300.0,49550.0,13270000.0,1.53,TCB
2021-07-26,49000.0,49000.0,49650.0,48700.0,14420000.0,-1.01,TCB
2021-07-23,49500.0,50600.0,51100.0,49500.0,20070000.0,-3.13,TCB
2021-07-22,51100.0,50100.0,51500.0,49800.0,13890000.0,1.59,TCB
2021-07-21,50300.0,50600.0,51400.0,49600.0,18600000.0,1.62,TCB
2021-07-20,49500.0,48300.0,49600.0,47000.0,23860000.0,3.13,TCB
2021-07-19,48000.0,50000.0,50900.0,48000.0,39330000.0,-6.98,TCB
2021-07-16,51600.0,52600.0,52900.0,51600.0,13990000.0,-0.96,TCB
2021-07-15,52100.0,51000.0,53200.0,50800.0,20320000.0,2.16,TCB
2021-07-14,51000.0,53700.0,53800.0,50600.0,33439999.999999996,-5.38,TCB
2021-07-13,53900.0,54100.0,54300.0,52800.0,20070000.0,0.75,TCB
2021-07-12,53500.0,55500.0,56500.0,52700.0,58240000.0,-5.48,TCB
2021-07-09,56600.0,56100.0,58500.0,55600.0,38230000.0,0.0,TCB
2021-07-08,56600.0,55800.0,57400.0,55600.0,27360000.0,0.0,TCB
2021-07-07,56600.0,55000.0,56600.0,53600.0,37770000.0,4.81,TCB
2021-07-06,54000.0,57800.0,58600.0,54000.0,23010000.0,-6.9,TCB
2021-07-05,58000.0,54800.0,58100.0,53800.0,47550000.0,6.81,TCB
2021-07-02,54300.0,54200.0,54900.0,53600.0,29380000.0,1.88,TCB
2021-07-01,53300.0,52900.0,53500.0,52100.0,19330000.0,1.14,TCB
2021-06-30,52700.0,53400.0,53800.0,52600.0,11460000.0,-1.5,TCB
2021-06-29,53500.0,53600.0,53800.0,52800.0,16059999.999999998,-0.19,TCB
2021-06-28,53600.0,52500.0,54000.0,52200.0,25720000.0,3.88,TCB
2021-06-25,51600.0,51000.0,51600.0,50400.0,10950000.0,1.38,TCB
2021-06-24,50900.0,51300.0,51700.0,50600.0,10690000.0,-0.39,TCB
2021-06-23,51100.0,50900.0,52100.0,50600.0,13100000.0,0.39,TCB
2021-06-22,50900.0,50800.0,51300.0,50300.0,17220000.0,0.99,TCB
2021-06-21,50400.0,50500.0,51000.0,50000.0,14920000.0,-1.18,TCB
2021-06-18,51000.0,51000.0,51400.0,50600.0,9960000.0,1.59,TCB
2021-06-17,50200.0,49500.0,50800.0,49500.0,18680000.0,-0.99,TCB
2021-06-16,50700.0,51500.0,52200.0,50500.0,20580000.0,-3.06,TCB
2021-06-15,52300.0,52600.0,53200.0,52000.0,19610000.0,-0.76,TCB
2021-06-14,52700.0,52700.0,53300.0,52000.0,16830000.0,0.19,TCB
2021-06-11,52600.0,50500.0,53200.0,50100.0,29600000.0,4.99,TCB
2021-06-10,50100.0,50800.0,51200.0,50000.0,10940000.0,-1.38,TCB
2021-06-09,50800.0,49700.0,51100.0,49000.0,22400000.0,2.63,TCB
2021-06-08,49500.0,52300.0,52900.0,49000.0,25300000.0,-5.53,TCB
2021-06-07,52400.0,53000.0,54400.0,51000.0,20390000.0,-4.03,TCB
2021-06-04,54600.0,54800.0,55200.0,54000.0,13370000.0,-0.36,TCB
2021-06-03,54800.0,53300.0,55100.0,52800.0,23740000.0,3.79,TCB
2021-06-02,52800.0,52900.0,53300.0,51800.0,24560000.0,-0.56,TCB
2021-06-01,53100.0,54100.0,54300.0,53000.0,12360000.0,-1.12,TCB
2021-05-31,53700.0,53200.0,53700.0,52200.0,17050000.0,1.32,TCB
2021-05-28,53000.0,51700.0,53300.0,51200.0,20000000.0,3.11,TCB
2021-05-27,51400.0,53200.0,53500.0,50800.0,15940000.0,-2.65,TCB
2021-05-26,52800.0,51600.0,53000.0,51200.0,16510000.000000002,2.33,TCB
2021-05-25,51600.0,51200.0,52100.0,51200.0,10560000.0,1.38,TCB
2021-05-24,50900.0,50700.0,51200.0,50400.0,14670000.0,0.2,TCB
2021-05-21,50800.0,50000.0,51700.0,49850.0,18850000.0,1.2,TCB
2021-05-20,50200.0,50700.0,50800.0,49900.0,13170000.0,0.2,TCB
2021-05-19,50100.0,48400.0,50200.0,48400.0,17470000.0,3.62,TCB
2021-05-18,48350.0,47700.0,48900.0,47550.0,16910000.0,1.04,TCB
2021-05-17,47850.0,48750.0,49100.0,47600.0,17120000.0,-1.64,TCB
2021-05-14,48650.0,48900.0,48950.0,48150.0,13910000.0,1.35,TCB
2021-05-13,48000.0,48950.0,49850.0,48000.0,18050000.0,-2.54,TCB
2021-05-12,49250.0,46700.0,49250.0,46700.0,23550000.0,4.79,TCB
2021-05-11,47000.0,48100.0,48250.0,47000.0,16020000.0,-2.29,TCB
2021-05-10,48100.0,46700.0,48400.0,46700.0,19610000.0,2.23,TCB
2021-05-07,47050.0,46800.0,47800.0,46400.0,22030000.0,-0.11,TCB
2021-05-06,47100.0,45100.0,47450.0,45050.0,26770000.0,2.5,TCB
2021-05-05,45950.0,44400.0,46400.0,44350.0,28210000.0,5.88,TCB
2021-05-04,43400.0,40300.0,43400.0,40100.0,31750000.0,5.85,TCB
2021-04-29,41000.0,40050.0,41750.0,39950.0,17970000.0,2.63,TCB
2021-04-28,39950.0,39500.0,40400.0,39500.0,6070000.0,1.14,TCB
2021-04-27,39500.0,39450.0,40100.0,39350.0,7370000.0,0.13,TCB
2021-04-26,39450.0,40500.0,40800.0,39450.0,12160000.0,-2.59,TCB
2021-04-23,40500.0,39750.0,40550.0,39100.0,10600000.0,2.02,TCB
2021-04-22,39700.0,40700.0,41100.0,39700.0,8350000.0,-3.52,TCB
2021-04-20,41150.0,41550.0,41900.0,40800.0,11230000.0,-1.08,TCB
2021-04-19,41600.0,40800.0,41700.0,40000.0,11230000.0,2.84,TCB
2021-04-16,40450.0,40800.0,41200.0,39600.0,15490000.0,-1.1,TCB
2021-04-15,40900.0,41950.0,41950.0,40900.0,14750000.0,-2.15,TCB
2021-04-14,41800.0,41100.0,41950.0,40900.0,9750000.0,0.48,TCB
2021-04-13,41600.0,42500.0,42500.0,41500.0,15100000.0,-1.3,TCB
2021-04-12,42150.0,42000.0,42300.0,41600.0,14990000.0,1.32,TCB
2021-04-09,41600.0,41700.0,42000.0,41500.0,8020000.0,-0.83,TCB
2021-04-08,41950.0,42400.0,42450.0,41700.0,7520000.0,-0.59,TCB
2021-04-07,42200.0,42000.0,42550.0,41800.0,7730000.0,0.0,TCB
2021-04-06,42200.0,41450.0,42500.0,41100.0,14960000.0,1.69,TCB
2021-04-05,41500.0,41700.0,41800.0,41150.0,11030000.0,0.61,TCB
2021-04-02,41250.0,41600.0,41800.0,41200.0,8260000.0,0.61,TCB
2021-04-01,41000.0,40500.0,41000.0,40250.0,11070000.0,1.49,TCB
2021-03-31,40400.0,40200.0,40950.0,40050.0,10300000.0,0.87,TCB
2021-03-30,40050.0,39700.0,40400.0,39450.0,10770000.0,1.26,TCB
2021-03-29,39550.0,39700.0,39750.0,39150.0,8380000.000000001,0.38,TCB
2021-03-26,39400.0,39150.0,39650.0,38400.0,10190000.0,0.13,TCB
2021-03-25,39350.0,39400.0,39800.0,39200.0,10420000.0,0.13,TCB
2021-03-24,39300.0,39800.0,40450.0,39300.0,13790000.0,-2.84,TCB
2021-03-23,40450.0,41100.0,41400.0,40400.0,13000000.0,-2.06,TCB
2021-03-22,41300.0,42000.0,42000.0,41150.0,10550000.0,-1.67,TCB
2021-03-19,42000.0,41500.0,42150.0,41500.0,7410000.0,0.12,TCB
2021-03-18,41950.0,41200.0,41950.0,40700.0,16410000.0,4.09,TCB
2021-03-17,40300.0,40000.0,40400.0,39700.0,9540000.0,1.13,TCB
2021-03-16,39850.0,40100.0,40200.0,39300.0,11580000.0,-0.62,TCB
2021-03-15,40100.0,40200.0,40500.0,39900.0,8640000.0,0.12,TCB
2021-03-12,40050.0,40400.0,40500.0,39750.0,8050000.000000001,-0.25,TCB
2021-03-11,40150.0,39700.0,40500.0,39450.0,15370000.0,2.16,TCB
2021-03-10,39300.0,39000.0,39400.0,38500.0,9050000.0,0.9,TCB
2021-03-09,38950.0,38600.0,39300.0,38200.0,10590000.0,0.26,TCB
2021-03-08,38850.0,39500.0,39700.0,38500.0,10810000.0,-0.89,TCB
2021-03-05,39200.0,38900.0,39350.0,38300.0,11170000.0,0.38,TCB
2021-03-04,39050.0,40400.0,40500.0,38600.0,16230000.0,-3.22,TCB
2021-03-03,40350.0,40350.0,40500.0,40000.0,8440000.0,0.12,TCB
2021-03-02,40300.0,40700.0,40750.0,40000.0,8580000.0,0.25,TCB
2021-03-01,40200.0,39700.0,40250.0,39300.0,12620000.0,2.42,TCB
2021-02-26,39250.0,38300.0,39350.0,38300.0,15270000.0,0.38,TCB
2021-02-25,39100.0,39500.0,39500.0,38500.0,16440000.000000002,0.0,TCB
2021-02-24,39100.0,40200.0,40200.0,38900.0,14400000.0,-1.76,TCB
2021-02-23,39800.0,38800.0,40350.0,38800.0,26380000.0,3.11,TCB
2021-02-22,38600.0,38650.0,38850.0,38000.0,14470000.0,-0.26,TCB
2021-02-19,38700.0,38200.0,39100.0,38200.0,12800000.0,-0.51,TCB
2021-02-18,38900.0,38500.0,39200.0,38000.0,15790000.0,1.3,TCB
2021-02-17,38400.0,36900.0,38400.0,36500.0,21130000.0,6.67,TCB
2021-02-09,36000.0,35200.0,36400.0,34700.0,16739999.999999998,2.86,TCB
2021-02-08,35000.0,36300.0,36500.0,34000.0,21270000.0,-3.58,TCB
2021-02-05,36300.0,35300.0,36300.0,35100.0,14360000.0,3.71,TCB
2021-02-04,35000.0,35000.0,35600.0,34600.0,14140000.0,0.0,TCB
2021-02-03,35000.0,34500.0,35500.0,34000.0,18240000.0,2.94,TCB
2021-02-02,34000.0,32200.0,34100.0,31950.0,13500000.0,5.59,TCB
2021-02-01,32200.0,32000.0,33500.0,31550.0,15150000.0,0.63,TCB
2021-01-29,32000.0,29600.0,33350.0,29600.0,27420000.0,2.56,TCB
2021-01-28,31200.0,31500.0,33000.0,31200.0,27120000.0,-6.87,TCB
2021-01-27,33500.0,34250.0,35250.0,32650.0,18780000.0,-4.29,TCB
2021-01-26,35000.0,35500.0,35800.0,33500.0,18110000.0,-2.23,TCB
2021-01-25,35800.0,35750.0,36350.0,35600.0,15640000.0,-1.38,TCB
2021-01-22,36300.0,36450.0,36900.0,35800.0,12350000.0,0.28,TCB
2021-01-21,36200.0,35250.0,36200.0,34500.0,14250000.0,4.93,TCB
2021-01-20,34500.0,34200.0,34750.0,32000.0,25770000.0,1.77,TCB
2021-01-19,33900.0,35900.0,36400.0,33700.0,22800000.0,-6.35,TCB
2021-01-18,36200.0,37200.0,37200.0,35900.0,13380000.0,-1.76,TCB
2021-01-15,36850.0,36300.0,37550.0,36250.0,17360000.0,3.08,TCB
2021-01-14,35750.0,35350.0,35800.0,34850.0,12000000.0,1.71,TCB
2021-01-13,35150.0,35450.0,36000.0,35100.0,11400000.0,0.14,TCB
2021-01-12,35100.0,35000.0,35500.0,34500.0,16420000.000000002,-0.43,TCB
2021-01-11,35250.0,35750.0,36250.0,35200.0,13980000.0,-1.26,TCB
2021-01-08,35700.0,35000.0,36250.0,34900.0,16950000.0,3.18,TCB
2021-01-07,34600.0,33750.0,34600.0,33400.0,16390000.0,4.22,TCB
2021-01-06,33200.0,33200.0,34100.0,32950.0,20220000.0,0.45,TCB
2021-01-05,33050.0,32750.0,33350.0,32550.0,14280000.0,0.15,TCB
2021-01-04,33000.0,32000.0,33400.0,31900.0,18610000.0,4.76,TCB
2020-12-31,31500.0,29950.0,31750.0,29900.0,16489999.999999998,5.35,TCB
2020-12-30,29900.0,29800.0,30550.0,29700.0,16579999.999999998,0.5,TCB
2020-12-29,29750.0,29650.0,29900.0,29500.0,12910000.0,0.17,TCB
2020-12-28,29700.0,29900.0,30300.0,29500.0,14470000.0,0.51,TCB
2020-12-25,29550.0,27950.0,29600.0,27700.0,17110000.0,5.72,TCB
2020-12-24,27950.0,28900.0,28900.0,26900.0,26110000.0,-2.61,TCB
2020-12-23,28700.0,29200.0,29250.0,28500.0,19450000.0,-1.71,TCB
2020-12-22,29200.0,29150.0,29500.0,29050.0,17110000.0,-0.68,TCB
2020-12-21,29400.0,29500.0,29900.0,29100.0,22780000.0,0.68,TCB
2020-12-18,29200.0,28500.0,29250.0,28500.0,15250000.0,3.0,TCB
2020-12-17,28350.0,28000.0,29350.0,27950.0,29800000.0,1.43,TCB
2020-12-16,27950.0,26450.0,27950.0,26400.0,29090000.0,6.88,TCB
2020-12-15,26150.0,26100.0,26350.0,25950.0,13700000.0,-0.19,TCB
2020-12-14,26200.0,25900.0,26300.0,25700.0,15690000.0,2.14,TCB
2020-12-11,25650.0,25300.0,25650.0,25050.0,14120000.0,1.38,TCB
2020-12-10,25300.0,26000.0,26000.0,25300.0,18130000.0,-1.75,TCB
2020-12-09,25750.0,25100.0,25900.0,25050.0,19000000.0,3.0,TCB
2020-12-08,25000.0,25200.0,25200.0,24900.0,14340000.0,-0.2,TCB
2020-12-07,25050.0,24800.0,25200.0,24800.0,13040000.0,1.01,TCB
2020-12-04,24800.0,24850.0,25000.0,24750.0,16510000.000000002,-0.8,TCB
2020-12-03,25000.0,25100.0,25500.0,25000.0,17490000.0,-0.4,TCB
2020-12-02,25100.0,24600.0,25300.0,24600.0,27460000.0,2.45,TCB
2020-12-01,24500.0,23800.0,24500.0,23650.0,22800000.0,1.66,TCB
2020-11-30,24100.0,23950.0,24400.0,23700.0,24650000.0,1.69,TCB
2020-11-27,23700.0,23600.0,23900.0,23550.0,12260000.0,0.42,TCB
2020-11-26,23600.0,23650.0,23700.0,23400.0,13090000.0,0.0,TCB
2020-11-25,23600.0,23950.0,23950.0,23550.0,13660000.0,-0.21,TCB
2020-11-24,23650.0,23700.0,24000.0,23400.0,22530000.0,0.21,TCB
2020-11-23,23600.0,23400.0,23650.0,23100.0,17860000.0,0.85,TCB
2020-11-20,23400.0,23500.0,23500.0,23300.0,13550000.0,0.0,TCB
2020-11-19,23400.0,23350.0,23600.0,23200.0,16940000.0,0.21,TCB
2020-11-18,23350.0,23300.0,23600.0,23100.0,22760000.0,0.0,TCB
2020-11-17,23350.0,23000.0,23350.0,22850.0,17460000.0,1.97,TCB
2020-11-16,22900.0,23400.0,23400.0,22800.0,25240000.0,-0.43,TCB
2020-11-13,23000.0,22400.0,23150.0,22400.0,22380000.0,3.14,TCB
2020-11-12,22300.0,22100.0,22300.0,22000.0,10770000.0,1.36,TCB
2020-11-11,22000.0,22200.0,22400.0,22000.0,14430000.0,-0.45,TCB
2020-11-10,22100.0,22500.0,22550.0,22050.0,21220000.0,0.23,TCB
2020-11-09,22050.0,21850.0,22200.0,21800.0,17620000.0,2.08,TCB
2020-11-06,21600.0,21900.0,22000.0,21500.0,15370000.0,-0.92,TCB
2020-11-05,21800.0,22150.0,22350.0,21800.0,19770000.0,-1.58,TCB
2020-11-04,22150.0,22350.0,22600.0,22150.0,21930000.0,0.68,TCB
2020-11-03,22000.0,21800.0,22450.0,21650.0,27960000.0,2.8,TCB
2020-11-02,21400.0,21600.0,21850.0,21400.0,22940000.0,0.23,TCB
2020-10-30,21350.0,22100.0,22250.0,21350.0,28890000.0,-2.06,TCB
2020-10-29,21800.0,22100.0,22700.0,21800.0,36150000.0,-2.68,TCB
2020-10-28,22400.0,23300.0,23450.0,22400.0,32090000.000000004,-3.86,TCB
2020-10-27,23300.0,23800.0,23950.0,23300.0,30810000.0,-0.21,TCB
2020-10-26,23350.0,24400.0,24950.0,23350.0,24710000.0,-2.71,TCB
2020-10-23,24000.0,24100.0,24200.0,23850.0,28290000.0,0.21,TCB
2020-10-22,23950.0,23700.0,24000.0,23500.0,24410000.0,0.84,TCB
2020-10-21,23750.0,24200.0,24400.0,23700.0,20950000.0,-0.63,TCB
2020-10-20,23900.0,23000.0,24150.0,23000.0,34660000.0,3.91,TCB
2020-10-19,23000.0,22950.0,23350.0,22850.0,28510000.0,1.55,TCB
2020-10-16,22650.0,22900.0,23300.0,22600.0,27080000.0,-0.88,TCB
2020-10-15,22850.0,23450.0,23800.0,22800.0,25320000.0,0.0,TCB
2020-10-14,22850.0,21600.0,22850.0,21600.0,48630000.0,6.78,TCB
2020-10-13,21400.0,21250.0,21650.0,21200.0,14220000.0,0.94,TCB
2020-10-12,21200.0,21700.0,21850.0,21200.0,14200000.0,-0.7,TCB
2020-10-09,21350.0,21500.0,21950.0,21300.0,13520000.0,0.0,TCB
2020-10-08,21350.0,21900.0,22000.0,21350.0,14370000.0,-2.06,TCB
2020-10-07,21800.0,22300.0,22350.0,21800.0,12160000.0,-2.68,TCB
2020-10-06,22400.0,22700.0,22750.0,22200.0,6850000.0,-0.67,TCB
2020-10-05,22550.0,22550.0,22750.0,22250.0,5360000.0,0.0,TCB
2020-10-02,22550.0,22900.0,23000.0,22350.0,4380000.0,-1.1,TCB
2020-10-01,22800.0,22650.0,22900.0,22600.0,3500000.0,0.88,TCB
2020-09-30,22600.0,22550.0,22600.0,22300.0,2360000.0,0.22,TCB
2020-09-29,22550.0,22900.0,23000.0,22550.0,2970000.0,-1.31,TCB
2020-09-28,22850.0,22350.0,23000.0,22250.0,2810000.0,2.01,TCB
2020-09-25,22400.0,22450.0,22500.0,22250.0,3500000.0,-0.22,TCB
2020-09-24,22450.0,22250.0,22450.0,22100.0,3990000.0,0.67,TCB
2020-09-23,22300.0,22350.0,22500.0,22250.0,2940000.0,-0.22,TCB
2020-09-22,22350.0,22200.0,22450.0,22050.0,3670000.0,0.22,TCB
2020-09-21,22300.0,22000.0,22300.0,22000.0,5870000.0,2.29,TCB
2020-09-18,21800.0,21400.0,21800.0,21350.0,5330000.0,2.35,TCB
2020-09-17,21300.0,21400.0,21600.0,21250.0,3650000.0,-0.47,TCB
2020-09-16,21400.0,21350.0,21450.0,21250.0,1260000.0,0.23,TCB
2020-09-15,21350.0,21500.0,21550.0,21350.0,1840000.0,-0.7,TCB
2020-09-14,21500.0,21300.0,21550.0,21300.0,1580000.0,0.94,TCB
2020-09-11,21300.0,21250.0,21450.0,21100.0,1240000.0,-0.7,TCB
2020-09-10,21450.0,21300.0,21600.0,21300.0,1520000.0,1.18,TCB
2020-09-09,21200.0,21100.0,21500.0,20950.0,2760000.0,-1.4,TCB
2020-09-08,21500.0,21350.0,21500.0,21050.0,1940000.0,1.42,TCB
2020-09-07,21200.0,21850.0,21950.0,21200.0,2350000.0,-2.97,TCB
2020-09-04,21850.0,21700.0,21900.0,21700.0,2280000.0,-0.68,TCB
2020-09-03,22000.0,21750.0,22100.0,21700.0,3330000.0,1.38,TCB
2020-09-01,21700.0,21300.0,21700.0,21100.0,2170000.0,1.88,TCB
2020-08-31,21300.0,21600.0,21800.0,21250.0,1790000.0,-1.39,TCB
2020-08-28,21600.0,21300.0,21850.0,21250.0,5150000.0,2.13,TCB
2020-08-27,21150.0,21100.0,21200.0,21000.0,1790000.0,0.24,TCB
2020-08-26,21100.0,21200.0,21300.0,21000.0,2120000.0,-0.94,TCB
2020-08-25,21300.0,21000.0,21400.0,21000.0,3780000.0,1.67,TCB
2020-08-24,20950.0,20750.0,21000.0,20500.0,2750000.0,2.95,TCB
2020-08-21,20350.0,20100.0,20400.0,20100.0,2820000.0,1.75,TCB
2020-08-20,20000.0,20200.0,20250.0,19850.0,3660000.0,-0.99,TCB
2020-08-19,20200.0,20100.0,20250.0,20000.0,1130000.0,0.75,TCB
2020-08-18,20050.0,20100.0,20200.0,20000.0,1410000.0,-0.25,TCB
2020-08-17,20100.0,19750.0,20150.0,19750.0,2730000.0,1.52,TCB
2020-08-14,19800.0,19800.0,20200.0,19650.0,2590000.0,0.0,TCB
2020-08-13,19800.0,19750.0,19850.0,19600.0,1580000.0,0.76,TCB
2020-08-12,19650.0,19450.0,19700.0,19450.0,1630000.0,1.03,TCB
2020-08-11,19450.0,19550.0,19550.0,19300.0,1330000.0,0.26,TCB
2020-08-10,19400.0,19300.0,19700.0,19300.0,2740000.0,1.31,TCB
2020-08-07,19150.0,19300.0,19350.0,19050.0,951190.0,-0.26,TCB
2020-08-06,19200.0,19400.0,19500.0,19100.0,1860000.0,-1.29,TCB
2020-08-05,19450.0,18900.0,19450.0,18700.0,1920000.0,3.18,TCB
2020-08-04,18850.0,18900.0,19100.0,18750.0,1210000.0,1.34,TCB
2020-08-03,18600.0,18250.0,18600.0,18150.0,1250000.0,2.48,TCB
2020-07-31,18150.0,18200.0,18650.0,18150.0,2300000.0,-2.42,TCB
2020-07-30,18600.0,18200.0,19000.0,17500.0,974910.0,2.48,TCB
2020-07-29,18150.0,18300.0,18400.0,17500.0,1840000.0,-3.2,TCB
2020-07-28,18750.0,18200.0,18800.0,18000.0,2880000.0,3.31,TCB
2020-07-27,18150.0,19100.0,19200.0,18150.0,2680000.0,-6.92,TCB
2020-07-24,19500.0,20300.0,20300.0,19000.0,2950000.0,-3.94,TCB
2020-07-23,20300.0,20200.0,20300.0,20100.0,861140.0,0.25,TCB
2020-07-22,20250.0,20600.0,20600.0,20250.0,1220000.0,-1.22,TCB
2020-07-21,20500.0,20500.0,20550.0,20300.0,818210.0,0.0,TCB
2020-07-20,20500.0,20500.0,20650.0,20450.0,1160000.0,-0.49,TCB
2020-07-17,20600.0,20700.0,20800.0,20550.0,1180000.0,-1.9,TCB
2020-07-16,21000.0,20600.0,21000.0,20400.0,1660000.0,1.94,TCB
2020-07-15,20600.0,20300.0,20750.0,20300.0,1700000.0,2.49,TCB
2020-07-14,20100.0,20200.0,20300.0,20000.0,1810000.0,-0.99,TCB
2020-07-13,20300.0,20800.0,20800.0,20000.0,1730000.0,-0.73,TCB
2020-07-10,20450.0,20850.0,20950.0,20450.0,1400000.0,-2.39,TCB
2020-07-09,20950.0,20250.0,20950.0,20100.0,3150000.0,4.23,TCB
2020-07-08,20100.0,20200.0,20250.0,20100.0,676840.0,-0.74,TCB
2020-07-07,20250.0,20300.0,20400.0,20200.0,895150.0,0.0,TCB
2020-07-06,20250.0,19800.0,20250.0,19800.0,1220000.0,2.27,TCB
2020-07-03,19800.0,19750.0,19800.0,19550.0,593390.0,0.25,TCB
2020-07-02,19750.0,19950.0,19950.0,19500.0,820250.0,-0.25,TCB
2020-07-01,19800.0,19500.0,19900.0,19450.0,751460.0,1.28,TCB
2020-06-30,19550.0,19750.0,19900.0,19100.0,1290000.0,-0.51,TCB
2020-06-29,19650.0,20000.0,20100.0,19600.0,1750000.0,-3.44,TCB
2020-06-26,20350.0,20500.0,20500.0,20150.0,668030.0,0.74,TCB
2020-06-25,20200.0,20200.0,20400.0,20100.0,1160000.0,-1.46,TCB
2020-06-24,20500.0,20700.0,20750.0,20400.0,860730.0,-0.73,TCB
2020-06-23,20650.0,20750.0,20800.0,20600.0,1170000.0,-0.48,TCB
2020-06-22,20750.0,20950.0,20950.0,20500.0,1170000.0,1.22,TCB
2020-06-19,20500.0,20200.0,20500.0,20200.0,632650.0,1.49,TCB
2020-06-18,20200.0,20300.0,20450.0,20200.0,625890.0,-0.49,TCB
2020-06-17,20300.0,20600.0,20600.0,20250.0,1420000.0,-1.46,TCB
2020-06-16,20600.0,20500.0,20600.0,20300.0,1490000.0,2.49,TCB
2020-06-15,20100.0,21100.0,21100.0,20050.0,2300000.0,-4.96,TCB
2020-06-12,21150.0,20600.0,21250.0,20500.0,3720000.0,1.2,TCB
2020-06-11,20900.0,21900.0,21900.0,20900.0,3480000.0,-4.35,TCB
2020-06-10,21850.0,21350.0,21950.0,21250.0,2300000.0,1.39,TCB
2020-06-09,21550.0,21700.0,21800.0,21500.0,1700000.0,-0.69,TCB
2020-06-08,21700.0,21550.0,21900.0,21550.0,3480000.0,1.17,TCB
2020-06-05,21450.0,21250.0,21450.0,21100.0,2250000.0,1.18,TCB
2020-06-04,21200.0,21400.0,21450.0,21200.0,2220000.0,-0.7,TCB
2020-06-03,21350.0,21150.0,21450.0,21150.0,2060000.0,0.95,TCB
